TradeDateTime,Product,Contract,Price,Quantity
18/04/2022 07:08,Energy,Q01,23.965,1
18/04/2022 07:08,Energy,Q01,23.9625,1
18/04/2022 07:08,Energy,Q01,23.94,1
18/04/2022 07:08,Energy,Q01,23.94,1
18/04/2022 07:08,Energy,Q01,23.94,1
18/04/2022 07:08,Energy,Q01,23.945,1
18/04/2022 07:08,Energy,Q01,23.9375,1
18/04/2022 07:08,Energy,Q01,23.9375,1
18/04/2022 07:08,Energy,Q01,23.9375,1
18/04/2022 07:08,Energy,Q01,23.9375,1
18/04/2022 07:08,Energy,Q01,23.9375,1
18/04/2022 07:08,Energy,Q01,23.9375,1
18/04/2022 07:08,Energy,Q01,23.9475,1
18/04/2022 07:09,Energy,Q01,23.9625,1
18/04/2022 07:09,Energy,Q01,23.96,1
18/04/2022 07:09,Energy,Q01,23.9575,1
18/04/2022 07:09,Energy,Q01,23.965,1
18/04/2022 07:10,Energy,Q01,23.955,1
18/04/2022 07:12,Energy,Q01,23.955,1
18/04/2022 07:12,Energy,Q01,23.9725,1
18/04/2022 07:12,Energy,Q01,23.9625,1
18/04/2022 07:12,Energy,Q01,23.9625,1
18/04/2022 07:12,Energy,Q01,23.9575,2
18/04/2022 07:12,Energy,Q01,23.945,1
18/04/2022 07:12,Energy,Q01,23.945,3
18/04/2022 07:12,Energy,Q01,23.945,1
18/04/2022 07:12,Energy,Q01,23.9575,8
18/04/2022 07:12,Energy,Q01,23.945,1
18/04/2022 07:12,Energy,Q01,23.945,1
18/04/2022 07:12,Energy,Q01,23.98,1
18/04/2022 07:12,Energy,Q01,23.975,1
18/04/2022 07:12,Energy,Q01,23.9825,1
18/04/2022 07:12,Energy,Q01,23.9575,1
18/04/2022 07:13,Energy,Q01,23.945,5
18/04/2022 07:13,Energy,Q01,23.945,1
18/04/2022 07:13,Energy,Q01,23.945,1
18/04/2022 07:13,Energy,Q01,23.9475,2
18/04/2022 07:13,Energy,Q01,23.945,1
18/04/2022 07:13,Energy,Q01,23.9575,1
18/04/2022 07:13,Energy,Q01,23.9475,8
18/04/2022 07:13,Energy,Q01,23.9475,1
18/04/2022 07:13,Energy,Q01,23.9525,1
18/04/2022 07:13,Energy,Q01,23.955,1
18/04/2022 07:14,Energy,Q01,23.945,3
18/04/2022 07:14,Energy,Q01,23.945,1
18/04/2022 07:14,Energy,Q01,23.945,2
18/04/2022 07:14,Energy,Q01,23.945,3
18/04/2022 07:14,Energy,Q01,23.9475,1
18/04/2022 07:14,Energy,Q01,23.945,3
18/04/2022 07:14,Energy,Q01,23.945,3
18/04/2022 07:14,Energy,Q01,23.945,3
18/04/2022 07:14,Energy,Q01,23.945,1
18/04/2022 07:14,Energy,Q01,23.945,2
18/04/2022 07:14,Energy,Q01,23.93,1
18/04/2022 07:14,Energy,Q01,23.9275,5
18/04/2022 07:14,Energy,Q01,23.9325,1
18/04/2022 07:14,Energy,Q01,23.9275,1
18/04/2022 07:15,Energy,Q01,23.9275,1
18/04/2022 07:15,Energy,Q01,23.9275,1
18/04/2022 07:15,Energy,Q01,23.9275,1
18/04/2022 07:15,Energy,Q01,23.9325,10
18/04/2022 07:15,Energy,Q01,23.9375,1
18/04/2022 07:15,Energy,Q01,23.9325,1
18/04/2022 07:15,Energy,Q01,23.9325,1
18/04/2022 07:15,Energy,Q01,23.9425,1
18/04/2022 07:15,Energy,Q01,23.94,1
18/04/2022 07:15,Energy,Q01,23.94,1
18/04/2022 07:15,Energy,Q01,23.9475,1
18/04/2022 07:15,Energy,Q01,23.9425,1
18/04/2022 07:15,Energy,Q01,23.9475,1
18/04/2022 07:15,Energy,Q01,23.9375,1
18/04/2022 07:15,Energy,Q01,23.94,1
18/04/2022 07:15,Energy,Q01,23.9425,1
18/04/2022 07:15,Energy,Q01,23.9375,1
18/04/2022 07:15,Energy,Q01,23.9375,1
18/04/2022 07:15,Energy,Q01,23.9375,1
18/04/2022 07:15,Energy,Q01,23.9375,1
18/04/2022 07:16,Energy,Q01,23.9375,1
18/04/2022 07:16,Energy,Q01,23.9375,1
18/04/2022 07:16,Energy,Q01,23.9375,1
18/04/2022 07:16,Energy,Q01,23.9275,4
18/04/2022 07:16,Energy,Q01,23.93,1
18/04/2022 07:16,Energy,Q01,23.935,1
18/04/2022 07:16,Energy,Q01,23.935,1
18/04/2022 07:16,Energy,Q01,23.9325,1
18/04/2022 07:16,Energy,Q01,23.9325,1
18/04/2022 07:16,Energy,Q01,23.9325,1
18/04/2022 07:16,Energy,Q01,23.9275,2
18/04/2022 07:16,Energy,Q01,23.9325,1
18/04/2022 07:16,Energy,Q01,23.9325,1
18/04/2022 07:16,Energy,Q01,23.9325,1
18/04/2022 07:16,Energy,Q01,23.9275,2
18/04/2022 07:16,Energy,Q01,23.9275,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.925,4
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.925,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.9175,1
18/04/2022 07:16,Energy,Q01,23.905,1
18/04/2022 07:16,Energy,Q01,23.905,2
18/04/2022 07:16,Energy,Q01,23.905,6
18/04/2022 07:16,Energy,Q01,23.9,5
18/04/2022 07:16,Energy,Q01,23.905,1
18/04/2022 07:16,Energy,Q01,23.895,1
18/04/2022 07:16,Energy,Q01,23.885,1
18/04/2022 07:16,Energy,Q01,23.8925,1
18/04/2022 07:16,Energy,Q01,23.89,1
18/04/2022 07:16,Energy,Q01,23.8925,1
18/04/2022 07:16,Energy,Q01,23.8925,1
18/04/2022 07:16,Energy,Q01,23.885,1
18/04/2022 07:16,Energy,Q01,23.8925,1
18/04/2022 07:16,Energy,Q01,23.8925,1
18/04/2022 07:16,Energy,Q01,23.9025,1
18/04/2022 07:16,Energy,Q01,23.9,1
18/04/2022 07:16,Energy,Q01,23.905,1
18/04/2022 07:16,Energy,Q01,23.9025,1
18/04/2022 07:16,Energy,Q01,23.9025,1
18/04/2022 07:17,Energy,Q01,23.9,6
18/04/2022 07:17,Energy,Q01,23.9025,1
18/04/2022 07:17,Energy,Q01,23.9,1
18/04/2022 07:17,Energy,Q01,23.9,1
18/04/2022 07:17,Energy,Q01,23.885,1
18/04/2022 07:18,Energy,Q01,23.8875,2
18/04/2022 07:18,Energy,Q01,23.8775,1
18/04/2022 07:18,Energy,Q01,23.885,1
18/04/2022 07:18,Energy,Q01,23.885,1
18/04/2022 07:18,Energy,Q01,23.8775,1
18/04/2022 07:18,Energy,Q01,23.9025,1
18/04/2022 07:18,Energy,Q01,23.9025,2
18/04/2022 07:18,Energy,Q01,23.9025,1
18/04/2022 07:18,Energy,Q01,23.9025,1
18/04/2022 07:18,Energy,Q01,23.9075,1
18/04/2022 07:18,Energy,Q01,23.9075,1
18/04/2022 07:18,Energy,Q01,23.91,1
18/04/2022 07:18,Energy,Q01,23.91,1
18/04/2022 07:18,Energy,Q01,23.92,1
18/04/2022 07:18,Energy,Q01,23.92,1
18/04/2022 07:18,Energy,Q01,23.9375,3
18/04/2022 07:18,Energy,Q01,23.935,1
18/04/2022 07:18,Energy,Q01,23.9375,1
18/04/2022 07:18,Energy,Q01,23.925,1
18/04/2022 07:18,Energy,Q01,23.925,1
18/04/2022 07:18,Energy,Q01,23.915,1
18/04/2022 07:18,Energy,Q01,23.9125,1
18/04/2022 07:19,Energy,Q01,23.91,1
18/04/2022 07:19,Energy,Q01,23.91,1
18/04/2022 07:19,Energy,Q01,23.905,1
18/04/2022 07:19,Energy,Q01,23.9125,5
18/04/2022 07:19,Energy,Q01,23.9125,1
18/04/2022 07:19,Energy,Q01,23.905,1
18/04/2022 07:19,Energy,Q01,23.8975,1
18/04/2022 07:19,Energy,Q01,23.8975,1
18/04/2022 07:19,Energy,Q01,23.9,1
18/04/2022 07:19,Energy,Q01,23.905,1
18/04/2022 07:20,Energy,Q01,23.8925,1
18/04/2022 07:20,Energy,Q01,23.8975,1
18/04/2022 07:20,Energy,Q01,23.905,1
18/04/2022 07:20,Energy,Q01,23.905,1
18/04/2022 07:20,Energy,Q01,23.905,1
18/04/2022 07:20,Energy,Q01,23.9025,1
18/04/2022 07:20,Energy,Q01,23.9,1
18/04/2022 07:20,Energy,Q01,23.9,1
18/04/2022 07:20,Energy,Q01,23.91,1
18/04/2022 07:20,Energy,Q01,23.9075,1
18/04/2022 07:20,Energy,Q01,23.91,1
18/04/2022 07:21,Energy,Q01,23.9125,2
18/04/2022 07:21,Energy,Q01,23.91,1
18/04/2022 07:21,Energy,Q01,23.9125,1
18/04/2022 07:21,Energy,Q01,23.9125,1
18/04/2022 07:21,Energy,Q01,23.92,1
18/04/2022 07:21,Energy,Q01,24.0225,15
18/04/2022 07:21,Energy,Q01,24.0425,1
18/04/2022 07:21,Energy,Q01,24.0325,1
18/04/2022 07:21,Energy,Q01,24.025,3
18/04/2022 07:21,Energy,Q01,24.0175,1
18/04/2022 07:21,Energy,Q01,24.04,1
18/04/2022 07:21,Energy,Q01,24,1
18/04/2022 07:21,Energy,Q01,24,1
18/04/2022 07:21,Energy,Q01,24.035,20
18/04/2022 07:21,Energy,Q01,23.9975,1
18/04/2022 07:21,Energy,Q01,23.9975,1
18/04/2022 07:21,Energy,Q01,23.9975,1
18/04/2022 07:21,Energy,Q01,23.9975,1
18/04/2022 07:21,Energy,Q01,23.9825,1
18/04/2022 07:21,Energy,Q01,23.99,1
18/04/2022 07:21,Energy,Q01,23.99,1
18/04/2022 07:21,Energy,Q01,23.99,1
18/04/2022 07:21,Energy,Q01,23.97,1
18/04/2022 07:21,Energy,Q01,23.97,1
18/04/2022 07:21,Energy,Q01,23.9675,1
18/04/2022 07:21,Energy,Q01,23.9725,1
18/04/2022 07:21,Energy,Q01,23.97,1
18/04/2022 07:21,Energy,Q01,23.9675,1
18/04/2022 07:21,Energy,Q01,23.9625,1
18/04/2022 07:21,Energy,Q01,23.965,1
18/04/2022 07:21,Energy,Q01,23.965,1
18/04/2022 07:21,Energy,Q01,23.9725,1
18/04/2022 07:21,Energy,Q01,23.9625,1
18/04/2022 07:21,Energy,Q01,23.9575,1
18/04/2022 07:21,Energy,Q01,24.0375,1
18/04/2022 07:21,Energy,Q01,23.95,10
18/04/2022 07:21,Energy,Q01,24.0425,8
18/04/2022 07:21,Energy,Q01,23.9475,1
18/04/2022 07:21,Energy,Q01,23.9475,1
18/04/2022 07:21,Energy,Q01,23.9475,1
18/04/2022 07:21,Energy,Q01,23.9375,1
18/04/2022 07:21,Energy,Q01,23.9375,1
18/04/2022 07:21,Energy,Q01,23.9375,1
18/04/2022 07:21,Energy,Q01,23.9325,1
18/04/2022 07:21,Energy,Q01,23.9375,3
18/04/2022 07:21,Energy,Q01,23.945,1
18/04/2022 07:21,Energy,Q01,23.9325,1
18/04/2022 07:21,Energy,Q01,23.9225,1
18/04/2022 07:21,Energy,Q01,23.925,2
18/04/2022 07:21,Energy,Q01,23.9225,1
18/04/2022 07:21,Energy,Q01,23.9775,9
18/04/2022 07:21,Energy,Q01,23.92,1
18/04/2022 07:21,Energy,Q01,24.0375,1
18/04/2022 07:21,Energy,Q01,24.0425,2
18/04/2022 07:21,Energy,Q01,23.9625,1
18/04/2022 07:21,Energy,Q01,23.98,1
18/04/2022 07:21,Energy,Q01,23.98,1
18/04/2022 07:21,Energy,Q01,23.9925,1
18/04/2022 07:21,Energy,Q01,23.9875,1
18/04/2022 07:21,Energy,Q01,23.9825,2
18/04/2022 07:21,Energy,Q01,23.98,1
18/04/2022 07:21,Energy,Q01,23.9825,1
18/04/2022 07:21,Energy,Q01,23.9825,1
18/04/2022 07:21,Energy,Q01,23.97,1
18/04/2022 07:21,Energy,Q01,23.965,1
18/04/2022 07:21,Energy,Q01,23.94,1
18/04/2022 07:21,Energy,Q01,23.965,1
18/04/2022 07:21,Energy,Q01,23.955,1
18/04/2022 07:21,Energy,Q01,23.935,1
18/04/2022 07:21,Energy,Q01,23.9325,1
18/04/2022 07:21,Energy,Q01,23.9325,1
18/04/2022 07:21,Energy,Q01,23.9275,1
18/04/2022 07:21,Energy,Q01,23.92,1
18/04/2022 07:21,Energy,Q01,23.92,1
18/04/2022 07:21,Energy,Q01,23.935,1
18/04/2022 07:22,Energy,Q01,23.9375,3
18/04/2022 07:22,Energy,Q01,23.935,1
18/04/2022 07:22,Energy,Q01,23.94,3
18/04/2022 07:22,Energy,Q01,23.94,1
18/04/2022 07:22,Energy,Q01,23.9425,1
18/04/2022 07:22,Energy,Q01,23.94,1
18/04/2022 07:22,Energy,Q01,23.9375,3
18/04/2022 07:22,Energy,Q01,23.9375,3
18/04/2022 07:22,Energy,Q01,23.9375,1
18/04/2022 07:22,Energy,Q01,23.9375,3
18/04/2022 07:22,Energy,Q01,23.925,1
18/04/2022 07:22,Energy,Q01,23.925,4
18/04/2022 07:22,Energy,Q01,23.91,3
18/04/2022 07:22,Energy,Q01,23.91,1
18/04/2022 07:23,Energy,Q01,23.905,1
18/04/2022 07:23,Energy,Q01,23.905,1
18/04/2022 07:23,Energy,Q01,23.9025,1
18/04/2022 07:23,Energy,Q01,23.905,1
18/04/2022 07:23,Energy,Q01,23.9125,1
18/04/2022 07:23,Energy,Q01,23.91,1
18/04/2022 07:24,Energy,Q01,24.005,1
18/04/2022 07:24,Energy,Q01,24,1
18/04/2022 07:24,Energy,Q01,23.99,1
18/04/2022 07:24,Energy,Q01,23.99,1
18/04/2022 07:24,Energy,Q01,23.9975,1
18/04/2022 07:24,Energy,Q01,23.975,1
18/04/2022 07:24,Energy,Q01,23.965,1
18/04/2022 07:24,Energy,Q01,23.995,1
18/04/2022 07:24,Energy,Q01,23.955,1
18/04/2022 07:24,Energy,Q01,23.955,1
18/04/2022 07:24,Energy,Q01,23.9725,1
18/04/2022 07:24,Energy,Q01,23.9475,1
18/04/2022 07:24,Energy,Q01,23.9475,1
18/04/2022 07:24,Energy,Q01,23.945,1
18/04/2022 07:24,Energy,Q01,23.9375,1
18/04/2022 07:24,Energy,Q01,23.935,1
18/04/2022 07:24,Energy,Q01,23.9375,1
18/04/2022 07:24,Energy,Q01,23.9375,1
18/04/2022 07:24,Energy,Q01,23.9375,1
18/04/2022 07:24,Energy,Q01,23.9325,1
18/04/2022 07:24,Energy,Q01,23.9325,1
18/04/2022 07:24,Energy,Q01,23.9325,1
18/04/2022 07:24,Energy,Q01,23.95,1
18/04/2022 07:24,Energy,Q01,24,4
18/04/2022 07:24,Energy,Q01,23.9325,1
18/04/2022 07:24,Energy,Q01,23.9275,1
18/04/2022 07:24,Energy,Q01,23.9275,1
18/04/2022 07:24,Energy,Q01,23.9275,1
18/04/2022 07:24,Energy,Q01,23.9275,1
18/04/2022 07:24,Energy,Q01,23.9275,1
18/04/2022 07:24,Energy,Q01,23.925,1
18/04/2022 07:24,Energy,Q01,23.9225,1
18/04/2022 07:24,Energy,Q01,23.9225,1
18/04/2022 07:24,Energy,Q01,23.9225,1
18/04/2022 07:24,Energy,Q01,23.9225,1
18/04/2022 07:24,Energy,Q01,23.9225,1
18/04/2022 07:24,Energy,Q01,23.92,1
18/04/2022 07:24,Energy,Q01,23.9175,1
18/04/2022 07:24,Energy,Q01,23.9225,1
18/04/2022 07:24,Energy,Q01,23.9375,1
